ainl_2015_a707be308dda604e95d9e67d3e8a52a10319da84	A Monolingual Approach to Detection of Text Reuse in Russian-english Collection	http://ieeexplore.ieee.org/document/7382960/
ainl_2015_ab5f05e4c29beb973b1763ea1d7d2cae9d618d10	Studying of Knn Two-sample Test Approach Applications for Writing Style Comparison of English and Russian Text Collections	http://www.math.spbu.ru/user/gran/papers/KizFruct2015.pdf
ainl_2015_d0885cde7108e641c70d37eb7cb11a64413ff81a	Weighted Finite-state Transducer Approach to German Compound Words Reconstruction for Speech Recognition	http://ieeexplore.ieee.org/document/7382976/
ainl_2015_d8cccc13d762cdf636e5f5a95d4a265c009a1879	Multi-representation Approach to Text Regression of Financial Risks	http://ieeexplore.ieee.org/document/7382979/
ainl_2015_de68f8212ecc12977d8de46b7d03446c24f55a60	Stopka: Unbalanced Corpora Classification by Bootstrapping	https://www.fruct.org/publications/ainl-abstract/files/Ada.pdf
ainl_2015_e6cae8b4964f4575ec8b7a67c7966af183340228	Datasets Meta-feature Description for Recommending Feature Selection Algorithm	https://www.fruct.org/publications/ainl-fruct/files/Fil.pdf
ainl_2015_e9f9a52e35364afc98dbe27bba8e24ebd83e0b37	Towards a Linguistic Model of Stress, Well-being and Dark Traits in Russian Facebook Texts	https://www.fruct.org/publications/ainl-abstract/files/Pan.pdf
ainl_2016_0790fcd7a4965a62eb8127d48d03e51a5467f34d	Relational Machine Learning Author Disambiguation	https://fruct.org/publications/AINL-FRUCT-2016/files/Bas.pdf
ainl_2016_079288f08cb7b8bb3d7f312b8c9ca77b9092a6bd	Predicting the Age of Social Network Users from User-generated Texts with Word Embeddings	http://ieeexplore.ieee.org/document/7891791/
ainl_2016_1427f443fcfdce2f6745cec5519954b092546a73	A General Method Applicable to the Search for Anglicisms in Russian Social Network Texts	http://ieeexplore.ieee.org/document/7891854/
ainl_2016_14686407bbb0cac28ddd6952abd863eea624fe00	Towards Cluster Validity Index Evaluation and Selection	http://ieeexplore.ieee.org/document/7891855/
ainl_2016_225d12f7e854aa640547500256f68008acdd1d1e	Semantic and Geospatial Mapping of Instagram Images in Saint-petersburg	https://publications.hse.ru/en/chapters/194846864
ainl_2016_2f8adc6c06a66ffe43f42c177d456be9b722fb1f	Robust Word Vectors for Russian Language	https://fruct.org/publications/abstract-AINL-FRUCT-2016/files/Mal.pdf
ainl_2016_31e5b5d5b4b785b23ddb0cec5c72319ee7d38825	Rusclasp – Russian Clause Splitter: a Tool for Automatic Clause Segmentation of Russian Sentences	http://gree-gorey.github.io/
ainl_2016_690b06044575a4287d05f144e90a4c66a15133a8	Effective Paraphrase Expansion in Addressing Lexical Variability	http://u.cs.biu.ac.il/~konovav/publications/ainl.pdf
ainl_2016_69108d42dee19d340b1a200e4d52b6029eb2b63a	Measuring Influencers in Twitter Ad-hoc Discussions: Active Users Vs. Internal Networks in the Discourse on Biryuliovo Bashings in 2013	http://ieeexplore.ieee.org/document/7891853/
ainl_2016_81cceef85868579bbe902a26cfd4bd9f5cc255b1	Lexical, Morphological and Semantic Correlates of the Dark Triad Personality Traits in Russian Facebook Texts	http://ieeexplore.ieee.org/document/7891860/
ainl_2016_8c3932d5f06df84150be24c9d689b0f1cd698b2c	Morphosyntactic Tags in Statistical Machine Translation of Highly Inﬂectional Language	https://fruct.org/publications/abstract-AINL-FRUCT-2016/files/Mau.pdf
ainl_2016_9b8e2a920b0cbecfdd4e580e2c5f0b2af0ad94e1	The Comparison of Relevant-feature Selection Algorithms in Relation to Text Mining and Computational Complexity	https://link.springer.com/content/pdf/10.1007/978-3-319-57261-1_35.pdf
ainl_2016_aeb2c5f4c3aa9a5381a35d89991b41901794381d	Multiword Expressions in Russian Thesauri Ruthes and Ruwordnet	http://ieeexplore.ieee.org/document/7891859/
ainl_2016_b0d6c4a659276f133c462dd54581279b24565e84	Data Augmentation Method for the Image Sentiment Analysis	https://www.fruct.org/publications/abstract-AINL-FRUCT-2016/files/Rak.pdf
ainl_2016_df14eab07f1b8f9565f857d6833dd36f7237b818	An Ontology Based Adaptation of User Interface for People with Special Needs	https://fruct.org/publications/abstract-AINL-FRUCT-2016/files/Kul.pdf
ainl_2016_e2459c46a31df91ce1629c91d8186909176ccf5b	Towards Automatic Building of Term Hierarchies from Large Patent Datasets	http://ieeexplore.ieee.org/document/7891857/
ainl_2016_e8872a55de95cee414e59666b22418080a09f173	Improving Neural Network Models for Natural Language Processing in Russian with Synonyms	http://ieeexplore.ieee.org/document/7891856/
ainl_2016_ece819c6dca8b11406270cf77d4ec0a621cc0e56	Topic Modeling for Frame Analysis of News Media	https://fruct.org/publications/abstract-AINL-FRUCT-2016/files/Pas.pdf
ainl_2016_faf9ca52e9ada257de73a109b8926af15d3e1771	An Adaptive Web Interface for Microtask-based Crowdsourcing	https://fruct.org/publications/abstract-AINL-FRUCT-2016/files/Suk.pdf
ainl_2016_fe01f43405b33cea9236f97fb484594f9adce505	Speech Analysis and Synthesis Systems for the Tatar Language	http://ieeexplore.ieee.org/document/7891858/
ainl_2017_008141633713e94b23d4b59aae97a229364e6df7	A Close Look at Russian Morphological Parsers: which One is the Best?	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_12
ainl_2017_1804ef2c2bb43045ae8e37d74ba4530a7a785276	Using Linguistic Activity in Social Networks to Predict and Interpret Dark Psychological Traits	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_2
ainl_2017_278beec93c9296a684ba7abf7c5e0991b526c554	Combined Feature Representation for Emotion Classification from Russian Speech	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_6
ainl_2017_2f349e83246a23784ff410a3b792431216ff7772	Paraphrase Detection Using Machine Translation and Textual Similarity Algorithms	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_22
ainl_2017_39a1e4adaff81cebb72b512ef88716f5f6c817f8	Knowledge-lean Paraphrase Identification Using Character-based Features	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_21
ainl_2017_3c2fbb1fa11263d031fbc1edca5f313ab56a022f	Effect of Semantic Parsing Depth on the Identification of Paraphrases in Russian Texts	https://link.springer.com/chapter/10.1007%2F978-3-319-71746-3_19
ainl_2017_446e8dcb4fedeecd31c24747badf3fc03f6e14bb	Deep Learning for Acoustic Addressee Detection in Spoken Dialogue Systems	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_4
ainl_2017_4df4b87f7b22e077ba3c8d0266fe6f94747e48b8	Employing Wikipedia Data for Coreference Resolution in Russian	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_9
ainl_2017_52b3ff456fef7c23d793018785ed6c5e379c4b13	Building Wordnet for Russian Language from Ru.wiktionary	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_10
ainl_2017_52e3056c4c5991253aaff90d98225e12df85a3e3	Multi-objective Topic Modeling for Exploratory Search in Tech News	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_16
ainl_2017_566b8fff531db8ea5d7e1cd0193c8b79c24020e4	Corpus of Syntactic Co-occurrences: a Delayed Promise	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_11
ainl_2017_8a7924b89158c4c84ac036ef9be90fd82cf034fa	Application of a Hybrid Bi-lstm-crf Model to the Task of Russian Named Entity Recognition	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_8
ainl_2017_8c133c4589f12a1ce238c159d844ad4e06d0767d	Interpretable Probabilistic Embeddings: Bridging the Gap between Topic Models and Neural Networks	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_15
ainl_2017_956c07fe7862125a1fc1fde6e17081cdb9e9b565	Character-level Convolutional Neural Network for Paraphrase Detection and other Experiments	http://www.di.fc.ul.pt/~ahb/pubs/2017MaraevSaediRodriguesEtAl_provisorio.pdf
ainl_2017_9961a96f4729672dc359fd60ded0f094e15ed4a9	A Deep Forest for Transductive Transfer Learning by Using a Consensus Measure	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_17
ainl_2017_a34d1189a352a69b558616414eb917ca2c4ece7a	Ruthes Thesaurus in Detecting Russian Paraphrases	https://link.springer.com/chapter/10.1007%2F978-3-319-71746-3_20
ainl_2017_a5dd4611b1c5e0cc225aa1b9dca77c8b3c95a196	Paraphraser: Russian Paraphrase Corpus and Shared Task	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_18
ainl_2017_af1e0013d7e2784a32598ce84fcf3071a711944f	Morpheme Level Word Embedding	https://link.springer.com/chapter/10.1007%2F978-3-319-71746-3_13
ainl_2017_bcfc6fa19a66bd99ce4b26ea0921c1bac9687fd7	Active Learning with Adaptive Density Weighted Sampling for Information Extraction from Scientiﬁc Papers	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_7
ainl_2017_c4f148eedd8c93878c77c5ae39b80f69a71c8151	Deep Neural Networks in Russian Speech Recognition	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_5
ainl_2017_c99a10d37aa70092d3e96e55ebe53a6c6e5a791e	Semantic Feature Aggregation for Gender Identiﬁcation in Russian Facebook	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_1
ainl_2017_dfa1501f7d3850ca1dc935aee9a6cb818788e35f	Boosting a Rule-based Chatbot Using Statistics and User Satisfaction Ratings	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_3
ainl_2017_e7653661309b13025c1616f7d8e6860550fc3364	Comparison of Vector Space Representations of Documents for the Task of Information Retrieval of Massive Open Online Courses	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_14
ainl_2018_08cdd60373a7187be7af3abd51dc7ed6e3b013e1	Profiling the Age of Russian Bloggers	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_16
ainl_2018_0dc0b8f51dfc6921e7babb9eeadb5e38858c8145	Smart Context Generation for Disambiguation to Wikipedia	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_2
ainl_2018_1824640eae5cccd5060bdc282951ce71959222db	A Multi-feature Classifier for Verbal Metaphor Identification in Russian Texts	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_3
ainl_2018_23f7de6bd93ad9ace18126f1b556b28582c5d406	Direct-bridge Combination Scenario for Persian-spanish Low-resource Statistical Machine Translation	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_7
ainl_2018_247a44fb29383817b752ad14fe81ca4ca353ed72	Explicit Semantic Analysis as a Means for Topic Labelling	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_11
ainl_2018_3af9a79f19d7e2e1258bea0e1f963bf5e353ea81	Stierlitz Meets Svm: Humor Detection in Russian	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_17
ainl_2018_4a1cfa0d5590039527787019b48066f0c9fffadb	Automatic Mining of Discourse Connectives for Russian	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_8
ainl_2018_5d6d09653a6c1adaa04ee45662008d0d4dc3d184	Deep Convolutional Networks for Supervised Morpheme Segmentation of Russian Language	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_1
ainl_2018_64e321e851bf553d0fe8bb7a50a1a108d34fcd5f	Named Entity Recognition in Russian with Word Representation Learned by a Bidirectional Language Model	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_5
ainl_2018_6ad4828fc83cd816f857d1a13164a1ad23a2f54d	Acoustic Features of Speech of Typically Developing Children Aged 5–16 Years	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_15
ainl_2018_83c10cadd9b1202c72f4fa24a4775bbc7e0fbc41	A Comparative Study of Publicly Available Russian Sentiment Lexicons	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_14
ainl_2018_96d835284c7e9d5bae168aa3c59e8fd873bf24f3	Supervised Mover’s Distance: a Simple Model for Sentence Comparison	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_6
ainl_2018_99e1a3aeec1f6f2196f5ad56ec847c21a26b8296	A Model-free Comorbidities-based Events Prediction in Icu Unit	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_10
ainl_2018_a962479a9cde6b17a3054e16cc98b9955d3e3c73	Interactive Attention Network for Adverse Drug Reaction Classification	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_18
ainl_2018_c2d027455fd9f40e19736257a0536d9e9d5b7858	Four Keys to Topic Interpretability in Topic Modeling	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_12
ainl_2018_cf17957aa9944bd0faecfc79a600b369f730eb9c	Cleaning up after a Party: Post-processing Thesaurus Crowdsourced Data	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_13
ainl_2018_ec7634861a5332571f872ca4f3d2e144d5b6e771	Avoiding Echo-responses in a Retrieval-based Conversation System	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_9
ainl_2018_fdc265a678017c20e64f10429cf5f1b373f871db	Lemmatization for Ancient Languages: Rules or Neural Networks?	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_4
aist_2012_01ced65b63d2e95128ae04a81fbe75e96eb978cb	Автоматическое Снятие Морфологической Неоднозначности при Разметке Корпуса Текстов	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_0d7835669cae12eae3023ad7b24430af4d60ea2e	Система Автоматического Квазиреферирования Wexsy	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_13cf0319b995bf93bb925a728cc4722e6d4f6c8e	Кластеризация Текстовых Данных с Помощью Модифицированного Генетического Алгоритма	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_1e76ea3778a86f1830dd8bc30a6253765805c386	Автоматизированная Система Распознания Рукописных Исторических Документов	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_4fdc60d1642dbc1c30338a560f5c6ede9fbc5dc1	Особенности Создания Поискового Индекса к Фотографиям в Цифровом Историческом Альбоме	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_59aaa216b1285fdbf13a94366e729dc9c5d9e1e5	Автоматизация Подготовки Исходных Текстовых Данных Из Сети Интернет Для Дальнейшего Анализа	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_726d40b842788128528a304e2bb9d4d91562b657	Автоматизация Использования Таксономий для Аннотирования Текстовых Документов	https://publications.hse.ru/chapters/69355035
aist_2012_ba1ebb7adb4f5620c71d8f65deeb857463d2cb9d	Рекомендательные Системы: Тематический Обзор	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf
aist_2012_f67ff209fe8e571ff53348e6efe9120890ecb9f9	Извлечение Семантических Отношений из Статей Википедии с Помощью Алгоритмов Ближайших Соседей	http://persons.it-claim.ru/PavelRomanov/aist-camera-final.pdf
aist_2013_02f8b967cf701188846dd93fa0a9c78da7a88ead	Использование Ресурсов Интернета для Построения Таксономии	https://publications.hse.ru/chapters/84603696
aist_2013_1c49cbc86403a53d490f9d0c35371feb1433ac16	Синтаксический Анализ Музыкальных Текстов	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2013_41d7684e528d04d31dc6f0f7937b60bb7fe64e2b	Оценка Сниппетов в Поиске Mail.ru: Корреляция Автоматических и Ассессорских Оценок	http://www.academia.edu/download/31338210/aist2013_submission_38.pdf
aist_2013_64495e70893778519363510280f9b061601e73b0	Аннотированные Суффиксные Деревья: Особенности Реализации	https://publications.hse.ru/chapters/84604759
aist_2013_6b5edb088d7188e47b2f957abb08fa2ece0e86c7	Автоматическое Извлечение Правил Для Снятия Морфологической Неоднозначности	https://academia.edu/download/31138093/aist2013_submission_28.pdf
aist_2013_8200539f3cfa7e9b595193f42fd9b49b4f57864d	Анализ Статистических Алгоритмов Снятия Морфологической Омонимии в Русском Языке	https://publications.hse.ru/chapters/102449956
aist_2013_850a8c2b914358a5124c7051ac01bb5c59f28c6f	Генерация Сниппетов в Поисковых Системах как Задача Автоматического Квазиреферирования	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2013_8c9a3c52227453cd71536f6a598a2a996fcd9a43	Применение Методов Машинного Перевода для Анализа Древнерусских Музыкальных Рукописей	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2013_940f06049657b683a7e580fabbf0ad5813c08aed	«бизнес Семантика»: Практика Интеграции Информационных Систем с Использованием Семантических Технологий	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2013_b71d0656a3a557fad10c3fdd21170cedd8a779bf	Серелекс: Поиск и Визуализация Семантически Связанных Слов	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2013_d65adf6b3bbbe64284b8343f618cfa046915283c	Интеграция Информационных Систем с Применением Семантических Технологий	http://legacy.aistconf.org/stuff/aist2013.pdf
aist_2014_0847d1112611c76e704ea5b35695974e2af00160	Conceptual Maps: Construction over a Text Collection and Analysis	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_16
aist_2014_4fe6d3da86e624088f05dac7a5f34aaf4ae2a0a1	A Fast Mathematical Morphological Algorithm of Video-based Moving Forklift Truck Detection in Noisy Environment	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_5
aist_2014_57519e6a69055bc618ac7af1fd6619ca08b06672	Editing and Representation of Ancient Russian Semiographic Chants on the Web	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_6
aist_2014_65521d7795d2421c4adda17687681aaae30274cc	Clause-based Approach to Extracting Problem Phrases from User Reviews of Products	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_24
aist_2014_748cb7b56db453667441985f07420e401f9c377b	Cognitive Semiotic Model for Query Expansion in Question Answering	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_23
aist_2014_793ad5d2e1b4d6f72fa3e7275ac7b6b886d61749	Tutorial on Probabilistic Topic Modeling: Additive Regularization for Stochastic Matrix Factorization	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_3
aist_2014_7d31cb39b91994f4aa129761da0d658a7d6e9bb6	Review of Relation Extraction Methods: what is New out There?	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_2
aist_2014_806af3ca0302c6b92f616a1fcef4ed33eb376090	Detection of Domain-speciﬁc Trends in Text Collections	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_7
aist_2014_a52ad2d32e8293fd6a9d9bc7130af2b8ddec5986	Detecting Gender by Full Name: Experiments with the Russian Language	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_17
aist_2014_a6badfa0a386150a43370ad7b4da40524080a9aa	Evaluation of the Delta Tf-idf Features for Sentiment Analysis	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_21
aist_2014_b0b21a785500ad05824b1f0e39c8944219c628b6	Clustering Narrow-domain Short Texts Using K-means, Linguistic Patterns and Lsi	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_18
aist_2014_b52e30d63f16b825c659b285e3410d02146ab8c5	Single-sentence Readability Prediction in Russian	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_9
aist_2014_c0e3dc1ef3078e593d177c29bb9f493c738570e9	Automatic Generation of Text-based Open Cloze Exercises	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_14
aist_2014_e99d9e36b2f67520ea26b745aaff1d7511c25c87	Analysis of Twitter Users’ Mood for Prediction of Gold and Silver Prices in the Stock Market	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_19
aist_2015_310f043fe1734af7e2c1e1b6e386730be7102d59	Bigartm: Open Source Library for Regularized Multimodal Topic Modeling of Large Collections	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_36
aist_2015_3510e16a598e3df1f53950a7a95479454cfdc0f9	Morphological Analyzer and Generator for Russian and Ukrainian Languages	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_31
aist_2015_5c2e464f710796d0849d1edf4ae14e8222192735	A Heuristic Strategy for Extracting Terms from Scientiﬁc Texts	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_29
aist_2015_85c630dfd4508b6b93a7e9042867420145cce09c	Framebank: a Database of Russian Lexical Constructions	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_34
aist_2015_85da3eb0a6a7d86885fdd932cb9f5a82aa624bcc	Supervised Approach to Finding most Frequent Senses in Russian	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_33
aist_2015_87dbe14d1930039d517d969e84a3504f8af4cc03	Semantic Role Labeling for Russian Language Based on Russian Framebank	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_32
aist_2015_b9104ea65493bbc3ce43aee31d4c8035f9a87d52	Text Analysis with Enhanced Annotated Suﬃx Trees: Algorithms and Implementation	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_30
aist_2015_e92f6138a8cd22f1cf080801ebdace6dc23deeee	Tagbag: Annotating a Foreign Language Lexical Resource with Pictures	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_35
aist_2016_1356a10e62120390fc319a721150bfbe9482eed3	Constructing Aspect-based Sentiment Lexicons with Topic Modeling	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_20
aist_2016_1ba82b96a62f1a33a29c9a031989d26279f1ad4c	Parallel Non-blocking Deterministic Algorithm for Online Topic Modeling	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_13
aist_2016_300fd85dee0db3f075c190151c6128ca154bce53	Human and Machine Judgements for Russian Semantic Relatedness	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_21
aist_2016_50e90213fe47c4527e82fbdb0849255f365bd7fb	Morphological Analysis for Russian: Integration and Comparison of Taggers	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_16
aist_2016_5502d95e123c814f393f04aceb3351ac063b7ce5	Flexible Context Extraction for Keywords in Russian Automatic Speech Recognition Results	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_14
aist_2016_915619d137e77e9d84569f3fa9493cdb476d5e39	Combining Knowledge and Crf-based Approach to Named Entity Recognition in Russian	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_18
aist_2016_c99d3dc8b81d33f758cf781d27409027ab9b509b	Webvectors: a Toolkit for Building Web Interfaces for Vector Semantic Models	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_15
aist_2016_cd8b35945c12de03f615735b4829c8aaf1560b5b	Evaluating Distributional Semantic Models with Russian Noun-adjective Compositions	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_22
aist_2016_cda7ca4003cbfdbfb77595f60d0eb3f5d2a2664c	Anti-spooﬁng Methods for Automatic Speaker Veriﬁcation System	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_17
aist_2016_cff9de82ec39ea018658604ca629ee7be584290d	Applying Word Embeddings to Leverage Knowledge Available in One Language in Order to Solve a Practical Text Classiﬁcation Problem in Another Language	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_23
aist_2016_d78bb8b854e550cc3a00a4bff877bb411de76573	User Proﬁling in Text-based Recommender Systems Based on Distributed Word Representations	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_19
aist_2016_f3ca25b3c5f782ad699c22a2c4c30bdd85e58920	Bigram Anchor Words Topic Model	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_12
aist_2017_1b88e885f86c94af7335084306701069ec34e581	Rotations and Interpretability of Word Embeddings: the Case of the Russian Language	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_11
aist_2017_3d42a2b829e7013b7d5d83bc1191f1ae880d3aa5	Fighting with the Sparsity of Synonymy Dictionaries for Automatic Synset Induction	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_9
aist_2017_45d15c46684486b1068097da43593da88ef8836b	Automated Detection of Adverse Drug Reactions from Social Media Posts with Machine Learning	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_1
aist_2017_63e8327f5ed2b9a30b7a71d71896fe6ebce4c06e	Combining Thesaurus Knowledge and Probabilistic Topic Models	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_6
aist_2017_859028ce4bab6c71cc02c1f7a74210867017bf62	Syntaxnet Errors from the Linguistic Point of View	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_4
aist_2017_9c47edf77e6fd0002f7e673790e8c9a0e6396736	Domain Adaptation for Resume Classification Using Convolutional Neural Networks	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_8
aist_2017_a40c123dc8f81a8bae8505ac63d24ea20883aa40	Russian-language Question Classification: a New Typology and First Results	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_7
aist_2017_bbe4a867b8a7e3b68c18fb71468a2acae0addb95	A Morphological Processor for Russian with Extended Functionality	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_3
aist_2017_cd430e771d65da847a08aef8cc82fcb7f7bed865	Size Vs. Structure in Training Corpora for Word Embedding Models: Araneum Russicum Maximum and Russian National Corpus	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_5
aist_2017_e206d3e06fba7072c4f33b5b439da5976c542e60	Automated Detection of Non-Relevant Posts on the Russian Imageboard “2ch”: Importance of the Choice of Word Representations	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_2
aist_2017_ef6c102a54978a8d177c4f2be107dcf0d9087c5c	Men are from Mars, Women are from Venus: Evaluation and Modelling of Verbal Associations	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_10
aist_2018_339f75f271ee9d95bb730eaaa680678d365126df	Learning Representations for Soft Skill Matching	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_15
aist_2018_36396d37cff1d4399bd1c43f0ea85af91310e649	Evaluation of Approaches for most Frequent Sense Identification in Russian	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_10
